Shipment_ID,Origin_Warehouse,Destination,Carrier,Shipment_Date,Delivery_Date,Weight_kg,Cost,Status,Distance_miles,Transit_Days,Actual Transit days,Delayed Flag,Cost per mille,Cost per Kg,Cost Efficiency,Weight Category,Distance Category
SH10423,Warehouse_SF,Boston,Amazon Logistics,2023-01-04,2023-01-11,14.6,188.17,Delivered,1324,7,7.0,0,0.14212235649546825,12.888356164383561,26.881428571428568,Medium,Cross-country
SH10424,Warehouse_MIA,Minneapolis,FedEx,2023-12-09,2023-12-14,8.8,157.81,Delayed,849,2,5.0,1,0.18587750294464075,17.932954545454546,31.562,Medium,Regional
SH10425,Warehouse_ATL,Denver,LaserShip,2023-08-04,2023-08-05,5.9,30.32,Delivered,212,1,1.0,0,0.1430188679245283,5.138983050847457,30.32,Medium,Local
SH10426,Warehouse_SEA,Denver,FedEx,2023-02-21,2023-02-27,11.1,139.42,Delivered,1035,6,6.0,0,0.13470531400966182,12.56036036036036,23.236666666666665,Medium,Cross-country
SH10427,Warehouse_LA,Phoenix,USPS,2023-06-13,2023-06-14,1062.2,51.54,Delivered,373,1,1.0,0,0.1381769436997319,0.04852193560534739,51.54,,Regional
SH10428,Warehouse_ATL,Atlanta,USPS,2023-09-16,2023-09-19,58.9,136.22,Delivered,569,3,3.0,0,0.239402460456942,2.3127334465195246,45.406666666666666,Very Heavy,Regional
SH10429,Warehouse_NYC,Detroit,OnTrac,2023-08-21,2023-08-30,36.6,311.84,In Transit,2250,9,9.0,0,0.13859555555555556,8.520218579234971,34.648888888888884,Heavy,International
SH10430,Warehouse_DEN,Seattle,OnTrac,2023-04-23,2023-04-28,23.0,166.87,Delivered,1171,5,5.0,0,0.14250213492741248,7.255217391304348,33.374,Heavy,Cross-country
SH10431,Warehouse_HOU,New York,DHL,2023-02-09,2023-02-12,23.0,94.01,Delivered,462,3,3.0,0,0.2034848484848485,4.087391304347826,31.33666666666667,Heavy,Regional
SH10432,Warehouse_HOU,San Francisco,FedEx,2023-05-08,2023-05-12,18.5,232.87,Delivered,1761,4,4.0,0,0.13223736513344692,12.587567567567568,58.2175,Medium,Cross-country
SH10433,Warehouse_HOU,Minneapolis,DHL,2023-01-31,2023-02-02,16.8,118.63,Delivered,658,2,2.0,0,0.1802887537993921,7.061309523809523,59.315,Medium,Regional
SH10434,Warehouse_HOU,Phoenix,DHL,2023-10-20,2023-10-23,14.2,161.26,Delivered,978,3,3.0,0,0.16488752556237218,11.356338028169015,53.75333333333333,Medium,Regional
SH10435,Warehouse_CHI,Phoenix,DHL,2023-01-22,2023-01-25,45.1,238.38,Delivered,1349,3,3.0,0,0.17670867309117866,5.285587583148558,79.46,Heavy,Cross-country
SH10436,Warehouse_ATL,Houston,Amazon Logistics,2023-03-29,2023-03-30,19.0,77.14,Delivered,483,1,1.0,0,0.15971014492753624,4.06,77.14,Medium,Regional
SH10437,Warehouse_DEN,Houston,FedEx,2023-04-14,2023-04-21,9.9,256.92,Delivered,1707,7,7.0,0,0.1505096660808436,25.951515151515153,36.70285714285715,Medium,Cross-country
SH10438,Warehouse_ATL,Dallas,USPS,2023-09-25,2023-09-30,46.2,329.57,Delivered,2333,5,5.0,0,0.14126446635233605,7.133549783549783,65.914,Heavy,International
SH10439,Warehouse_NYC,Chicago,LaserShip,2023-12-04,2023-12-06,10.2,120.04,Delivered,790,2,2.0,0,0.1519493670886076,11.768627450980393,60.02,Medium,Regional
SH10440,Warehouse_CHI,San Francisco,DHL,2023-04-03,2023-04-11,5.2,216.66,Delivered,1605,8,8.0,0,0.13499065420560746,41.66538461538461,27.0825,Medium,Cross-country
SH10441,Warehouse_SF,Seattle,UPS,2023-11-01,2023-11-05,26.0,183.17,Delivered,1019,4,4.0,0,0.1797546614327772,7.045,45.7925,Heavy,Cross-country
SH10442,Warehouse_NYC,San Francisco,USPS,2023-09-16,2023-09-20,13.2,256.53,Delivered,1945,4,4.0,0,0.13189203084832904,19.43409090909091,64.1325,Medium,Cross-country
SH10443,Warehouse_HOU,Phoenix,Amazon Logistics,2023-04-01,2023-04-03,55.5,169.22,Delivered,804,2,2.0,0,0.2104726368159204,3.049009009009009,84.61,Very Heavy,Regional
SH10444,Warehouse_LA,Dallas,Amazon Logistics,2023-09-17,2023-09-23,23.9,188.32,Delivered,1435,6,6.0,0,0.1312334494773519,7.879497907949791,31.386666666666667,Heavy,Cross-country
SH10445,Warehouse_HOU,Phoenix,Amazon Logistics,2023-04-10,2023-04-13,31.6,152.35,In Transit,1081,3,3.0,0,0.14093432007400555,4.821202531645569,50.78333333333333,Heavy,Cross-country
SH10446,Warehouse_SEA,Seattle,FedEx,2023-11-29,2023-12-05,34.0,234.67,Delivered,1211,6,6.0,0,0.19378199834847232,6.902058823529411,39.111666666666665,Heavy,Cross-country
SH10447,Warehouse_HOU,Los Angeles,DHL,2023-07-28,,29.3,171.21,Delivered,916,4,,0,0.186910480349345,5.843344709897611,,Heavy,Regional
SH10448,Warehouse_BOS,Chicago,USPS,2023-04-14,2023-04-18,87.5,322.09,Delivered,1941,4,4.0,0,0.1659402369912416,3.681028571428571,80.5225,Very Heavy,Cross-country
SH10449,Warehouse_CHI,Houston,OnTrac,2023-09-29,2023-10-04,6.6,211.32,Delivered,1560,5,5.0,0,0.13546153846153847,32.018181818181816,42.263999999999996,Medium,Cross-country
SH10450,Warehouse_BOS,Chicago,DHL,2023-09-14,2023-09-19,14.2,279.38,Delivered,1843,5,5.0,0,0.15158979924036897,19.674647887323946,55.876,Medium,Cross-country
SH10451,Warehouse_SEA,Seattle,OnTrac,2023-03-06,2023-03-14,8.3,274.13,Delivered,2418,8,8.0,0,0.11337055417700578,33.02771084337349,34.26625,Medium,International
SH10452,Warehouse_BOS,San Francisco,LaserShip,2023-01-04,2023-01-21,18.0,271.68,Delayed,2067,5,17.0,1,0.13143686502177068,15.093333333333334,15.981176470588236,Medium,International
SH10453,Warehouse_NYC,Portland,OnTrac,2023-01-21,2023-01-23,45.0,124.14,Delivered,568,2,2.0,0,0.218556338028169,2.7586666666666666,62.07,Heavy,Regional
SH10454,Warehouse_NYC,San Francisco,FedEx,2023-06-09,2023-06-15,8.1,119.16,Delivered,906,6,6.0,0,0.131523178807947,14.711111111111112,19.86,Medium,Regional
SH10455,Warehouse_SEA,Houston,USPS,2023-01-18,2023-01-23,16.3,87.95,Delivered,642,5,5.0,0,0.13699376947040498,5.395705521472393,17.59,Medium,Regional
SH10456,Warehouse_CHI,Houston,USPS,2023-11-03,2023-11-08,10.9,281.08,Delivered,1954,5,5.0,0,0.14384851586489253,25.78715596330275,56.215999999999994,Medium,Cross-country
SH10457,Warehouse_MIA,Boston,FedEx,2023-03-15,2023-03-21,6.0,311.67,Delivered,2192,6,6.0,0,0.14218521897810218,51.945,51.945,Medium,International
SH10458,Warehouse_SF,Denver,UPS,2023-09-15,2023-09-18,33.6,195.61,Delivered,1113,3,3.0,0,0.17575022461814915,5.82172619047619,65.20333333333333,Heavy,Cross-country
SH10459,Warehouse_SF,Detroit,DHL,2023-02-17,2023-02-25,11.8,283.34,Delivered,1837,8,8.0,0,0.15424060968971148,24.011864406779658,35.4175,Medium,Cross-country
SH10460,Warehouse_SF,New York,USPS,2023-09-18,2023-09-19,68.9,,Delivered,447,1,1.0,0,,,,Very Heavy,Regional
SH10461,Warehouse_LA,Minneapolis,FedEx,2023-08-16,2023-08-17,21.4,49.49,Delivered,162,1,1.0,0,0.30549382716049384,2.3126168224299066,49.49,Heavy,Local
SH10462,Warehouse_SEA,Minneapolis,USPS,2023-02-27,2023-03-05,31.3,308.28,Delivered,2454,6,6.0,0,0.12562347188264059,9.84920127795527,51.379999999999995,Heavy,International
SH10463,Warehouse_HOU,Dallas,LaserShip,2023-10-25,2023-10-27,38.9,114.76,Delivered,603,2,2.0,0,0.1903150912106136,2.9501285347043704,57.38,Heavy,Regional
SH10464,Warehouse_BOS,Chicago,LaserShip,2023-12-09,2023-12-13,29.0,228.35,Delivered,1340,4,4.0,0,0.17041044776119402,7.874137931034483,57.0875,Heavy,Cross-country
SH10465,Warehouse_SF,Phoenix,USPS,2023-07-16,2023-07-20,39.6,270.85,Delivered,1963,4,4.0,0,0.1379775853285787,6.839646464646465,67.7125,Heavy,Cross-country
SH10466,Warehouse_LA,New York,LaserShip,2023-05-03,2023-05-08,11.8,270.13,Delivered,2254,5,5.0,0,0.1198447204968944,22.892372881355932,54.025999999999996,Medium,International
SH10467,Warehouse_SF,Dallas,USPS,2023-11-19,2023-11-22,15.7,121.5,In Transit,664,3,3.0,0,0.18298192771084337,7.738853503184714,40.5,Medium,Regional
SH10468,Warehouse_LA,Dallas,USPS,2023-02-19,2023-02-23,45.3,195.45,Delivered,1435,4,4.0,0,0.13620209059233448,4.314569536423841,48.8625,Heavy,Cross-country
SH10469,Warehouse_LA,Dallas,DHL,2023-08-28,2023-09-03,19.7,244.45,Delivered,1435,6,6.0,0,0.17034843205574912,12.408629441624365,40.74166666666667,Medium,Cross-country
SH10470,Warehouse_CHI,Houston,UPS,2023-04-21,,8.7,35.59,Delayed,195,1,,1,0.18251282051282053,4.09080459770115,,Medium,Local
SH10471,Warehouse_MIA,Los Angeles,LaserShip,2023-10-16,2023-10-22,10.5,133.36,Delivered,1072,6,6.0,0,0.12440298507462688,12.700952380952382,22.22666666666667,Medium,Cross-country
SH10472,Warehouse_HOU,Denver,DHL,2023-12-17,2023-12-20,52.6,258.14,Delivered,1030,3,3.0,0,0.250621359223301,4.907604562737642,86.04666666666667,Very Heavy,Cross-country
SH10473,Warehouse_MIA,Atlanta,FedEx,2023-06-04,2023-06-09,27.7,237.6,Delivered,1363,5,5.0,0,0.17432134996331622,8.577617328519855,47.519999999999996,Heavy,Cross-country
SH10474,Warehouse_NYC,Minneapolis,USPS,2023-04-25,2023-04-27,29.6,84.55,Lost,515,2,2.0,0,0.1641747572815534,2.856418918918919,42.275,Heavy,Regional
SH10475,Warehouse_SEA,Detroit,OnTrac,2023-09-03,2023-09-06,10.8,48.75,Delivered,262,3,3.0,0,0.18606870229007633,4.513888888888888,16.25,Medium,Local
SH10476,Warehouse_SEA,New York,Amazon Logistics,2023-02-19,2023-02-23,10.6,217.45,Delivered,1866,4,4.0,0,0.11653269024651661,20.514150943396228,54.3625,Medium,Cross-country
SH10477,Warehouse_CHI,Phoenix,DHL,2023-12-20,2024-01-06,17.9,373.8,Delayed,1998,5,17.0,1,0.1870870870870871,20.88268156424581,21.988235294117647,Medium,Cross-country
SH10478,Warehouse_DEN,Chicago,UPS,2023-07-16,2023-07-21,14.8,182.07,Delivered,1304,5,5.0,0,0.13962423312883435,12.302027027027027,36.414,Medium,Cross-country
SH10479,Warehouse_SEA,Dallas,UPS,2023-04-19,2023-04-21,11.9,41.55,Delivered,187,2,2.0,0,0.22219251336898393,3.4915966386554618,20.775,Medium,Local
SH10480,Warehouse_LA,Chicago,USPS,2023-03-31,2023-04-05,26.7,209.87,Delivered,1486,5,5.0,0,0.14123149394347242,7.860299625468165,41.974000000000004,Heavy,Cross-country
SH10481,Warehouse_SF,New York,Amazon Logistics,2023-01-08,2023-01-12,7.7,170.97,Delivered,1468,4,4.0,0,0.11646457765667576,22.203896103896103,42.7425,Medium,Cross-country
SH10482,Warehouse_CHI,Seattle,Amazon Logistics,2023-03-27,2023-04-01,17.8,323.01,Delivered,2283,5,5.0,0,0.14148488830486203,18.146629213483145,64.602,Medium,International
SH10483,Warehouse_SF,Houston,UPS,2023-01-19,2023-01-23,57.6,346.17,Delivered,1950,4,4.0,0,0.17752307692307692,6.009895833333333,86.5425,Very Heavy,Cross-country
SH10484,Warehouse_MIA,Detroit,LaserShip,2023-08-24,2023-09-02,13.4,31.36,Delayed,119,2,9.0,1,0.2635294117647059,2.3402985074626863,3.4844444444444442,Medium,Local
SH10485,Warehouse_MIA,Chicago,LaserShip,2023-03-07,2023-03-10,11.5,143.87,Delivered,983,3,3.0,0,0.14635808748728382,12.510434782608696,47.95666666666667,Medium,Regional
SH10486,Warehouse_DEN,Los Angeles,USPS,2023-02-18,2023-02-20,18.6,64.53,Lost,344,2,2.0,0,0.18758720930232559,3.4693548387096773,32.265,Medium,Regional
SH10487,Warehouse_BOS,Detroit,Amazon Logistics,2023-08-23,2023-08-28,26.8,280.97,Delivered,1996,5,5.0,0,0.14076653306613227,10.483955223880598,56.194,Heavy,Cross-country
SH10488,Warehouse_DEN,Los Angeles,OnTrac,2023-06-25,2023-07-01,8.6,219.42,Delayed,1671,5,6.0,1,0.13131059245960502,25.513953488372092,36.57,Medium,Cross-country
SH10489,Warehouse_NYC,Miami,FedEx,2023-12-22,2023-12-26,53.2,204.86,Delivered,829,4,4.0,0,0.24711700844390833,3.8507518796992484,51.215,Very Heavy,Regional
SH10490,Warehouse_SF,Los Angeles,Amazon Logistics,2023-08-31,2023-09-06,14.9,186.3,Delivered,1508,6,6.0,0,0.12354111405835544,12.503355704697986,31.05,Medium,Cross-country
SH10491,Warehouse_LA,Boston,DHL,2023-06-17,2023-06-20,59.4,316.73,Delivered,1504,3,3.0,0,0.21059175531914895,5.3321548821548825,105.57666666666667,Very Heavy,Cross-country
SH10492,Warehouse_CHI,Seattle,USPS,2023-06-09,2023-06-13,16.9,213.15,Delivered,1844,4,4.0,0,0.11559110629067246,12.61242603550296,53.2875,Medium,Cross-country
SH10493,Warehouse_HOU,Denver,FedEx,2023-02-06,2023-02-10,13.4,139.6,Delivered,1030,4,4.0,0,0.13553398058252428,10.417910447761193,34.9,Medium,Cross-country
SH10494,Warehouse_SEA,New York,DHL,2023-08-30,2023-09-01,11.4,65.29,Delivered,319,2,2.0,0,0.20467084639498434,5.727192982456141,32.645,Medium,Regional
SH10495,Warehouse_SEA,Chicago,DHL,2023-04-18,2023-04-24,10.8,256.45,Delivered,1635,6,6.0,0,0.15685015290519877,23.745370370370367,42.74166666666667,Medium,Cross-country
SH10496,Warehouse_MIA,Denver,FedEx,2023-09-03,2023-09-06,68.5,235.28,Delivered,1058,3,3.0,0,0.22238185255198487,3.4347445255474454,78.42666666666666,Very Heavy,Cross-country
SH10497,Warehouse_MIA,Denver,FedEx,2023-01-02,2023-01-03,22.1,69.52,Delivered,309,1,1.0,0,0.22498381877022652,3.145701357466063,69.52,Heavy,Regional
SH10498,Warehouse_DEN,Houston,Amazon Logistics,2023-12-28,2023-12-30,9.0,149.84,Delivered,1002,2,2.0,0,0.14954091816367265,16.64888888888889,74.92,Medium,Cross-country
SH10499,Warehouse_SF,Denver,DHL,2023-09-28,2023-09-30,10.7,51.05,Delivered,295,2,2.0,0,0.1730508474576271,4.771028037383178,25.525,Medium,Local
SH10500,Warehouse_ATL,Seattle,UPS,2023-08-10,2023-08-15,4.4,316.41,Delivered,2252,5,5.0,0,0.14050177619893428,71.91136363636363,63.282000000000004,Light,International
SH10501,Warehouse_LA,Seattle,UPS,2023-07-16,2023-07-21,39.0,195.48,Delivered,1135,5,5.0,0,0.17222907488986783,5.012307692307692,39.096,Heavy,Cross-country
SH10502,Warehouse_LA,Los Angeles,Amazon Logistics,2023-06-27,2023-07-03,15.9,331.92,Delivered,2378,6,6.0,0,0.13957947855340622,20.87547169811321,55.32,Medium,International
SH10503,Warehouse_SEA,Minneapolis,USPS,2023-11-30,2023-12-04,10.3,227.04,Delivered,1473,4,4.0,0,0.15413441955193483,22.04271844660194,56.76,Medium,Cross-country
SH10504,Warehouse_MIA,Detroit,LaserShip,2023-12-28,2024-01-01,26.9,260.4,Delivered,1433,4,4.0,0,0.18171667829727842,9.680297397769516,65.1,Heavy,Cross-country
SH10505,Warehouse_MIA,Houston,FedEx,2023-10-20,2023-10-22,51.6,103.41,Delivered,239,2,2.0,0,0.4326778242677824,2.00406976744186,51.705,Very Heavy,Local
SH10506,Warehouse_ATL,Atlanta,UPS,2023-09-13,2023-09-18,8.9,298.41,Delivered,2461,5,5.0,0,0.12125558715969119,33.529213483146066,59.682,Medium,International
SH10507,Warehouse_NYC,Miami,DHL,2023-11-30,2023-12-05,12.5,283.78,Delivered,1588,5,5.0,0,0.17870277078085642,22.702399999999997,56.75599999999999,Medium,Cross-country
SH10508,Warehouse_BOS,Denver,USPS,2023-08-30,2023-08-31,9.9,52.96,Delivered,328,1,1.0,0,0.16146341463414635,5.349494949494949,52.96,Medium,Regional
SH10509,Warehouse_BOS,Los Angeles,UPS,2023-09-19,2023-09-24,11.2,306.47,Delivered,2213,5,5.0,0,0.13848621780388615,27.363392857142863,61.294000000000004,Medium,International
SH10510,Warehouse_SF,Phoenix,USPS,2023-01-08,2023-01-20,19.8,263.66,Delayed,2186,6,12.0,1,0.12061299176578226,13.316161616161617,21.971666666666668,Medium,International
SH10511,Warehouse_LA,Denver,FedEx,2023-07-07,2023-07-18,16.5,196.73,Delayed,1228,4,11.0,1,0.16020358306188925,11.923030303030302,17.884545454545453,Medium,Cross-country
SH10512,Warehouse_CHI,Portland,LaserShip,2023-09-03,2023-09-07,12.1,206.41,Delivered,1553,4,4.0,0,0.13291049581455247,17.058677685950414,51.6025,Medium,Cross-country
SH10513,Warehouse_ATL,Los Angeles,OnTrac,2023-03-20,2023-03-24,50.9,224.98,Delivered,1225,4,4.0,0,0.18365714285714285,4.420039292730845,56.245,Very Heavy,Cross-country
SH10514,Warehouse_ATL,Atlanta,Amazon Logistics,2023-07-20,2023-07-23,20.5,202.83,Delivered,1428,3,3.0,0,0.14203781512605043,9.894146341463415,67.61,Heavy,Cross-country
SH10515,Warehouse_HOU,Portland,LaserShip,2023-12-26,2023-12-27,24.1,79.56,Delivered,267,1,1.0,0,0.29797752808988764,3.301244813278008,79.56,Heavy,Local
SH10516,Warehouse_ATL,Minneapolis,UPS,2023-03-13,2023-03-14,8.9,89.78,Delivered,650,1,1.0,0,0.13812307692307693,10.087640449438203,89.78,Medium,Regional
SH10517,Warehouse_HOU,Boston,USPS,2023-11-27,2023-12-03,80.0,485.62,Delivered,2479,6,6.0,0,0.19589350544574424,6.07025,80.93666666666667,Very Heavy,International
SH10518,Warehouse_MIA,Houston,UPS,2023-03-30,2023-04-04,15.4,241.05,Delivered,1859,5,5.0,0,0.12966648735879505,15.652597402597403,48.21,Medium,Cross-country
SH10519,Warehouse_LA,Phoenix,USPS,2023-02-01,2023-02-09,21.4,68.02,Delayed,373,3,8.0,1,0.1823592493297587,3.1785046728971964,8.5025,Heavy,Regional
SH10520,Warehouse_LA,Boston,OnTrac,2023-07-02,2023-07-04,6.6,115.73,Delivered,912,2,2.0,0,0.1268969298245614,17.534848484848485,57.865,Medium,Regional
SH10521,Warehouse_BOS,Atlanta,DHL,2023-06-16,2023-06-18,27.4,98.31,Delivered,490,2,2.0,0,0.2006326530612245,3.5879562043795623,49.155,Heavy,Regional
SH10522,Warehouse_CHI,Miami,LaserShip,2023-06-15,2023-06-18,20.1,195.91,Delivered,1350,3,3.0,0,0.1451185185185185,9.746766169154228,65.30333333333333,Heavy,Cross-country
SH10523,Warehouse_ATL,Portland,Amazon Logistics,2023-04-18,2023-05-02,24.7,221.91,Delayed,1572,6,14.0,1,0.1411641221374046,8.98421052631579,15.850714285714286,Heavy,Cross-country
SH10524,Warehouse_ATL,Detroit,Amazon Logistics,2023-11-12,2023-11-16,6.9,213.81,Delivered,1517,4,4.0,0,0.1409426499670402,30.986956521739128,53.4525,Medium,Cross-country
SH10525,Warehouse_SF,Denver,DHL,2023-07-07,2023-07-11,34.7,304.3,Delivered,1785,4,4.0,0,0.17047619047619048,8.769452449567723,76.075,Heavy,Cross-country
SH10526,Warehouse_SF,Minneapolis,OnTrac,2023-04-24,2023-04-27,20.3,89.33,Delivered,543,3,3.0,0,0.16451197053407,4.400492610837438,29.776666666666667,Heavy,Regional
SH10527,Warehouse_LA,Phoenix,OnTrac,2023-02-03,2023-02-06,32.2,83.7,Delivered,373,3,3.0,0,0.22439678284182307,2.5993788819875774,27.900000000000002,Heavy,Regional
SH10528,Warehouse_ATL,San Francisco,OnTrac,2023-06-13,2023-06-16,34.7,183.65,Delivered,1055,3,3.0,0,0.17407582938388627,5.292507204610951,61.21666666666667,Heavy,Cross-country
SH10529,Warehouse_MIA,Atlanta,FedEx,2023-07-20,2023-07-26,19.4,323.37,Delivered,2177,6,6.0,0,0.14853927423059257,16.66855670103093,53.895,Medium,International
SH10530,Warehouse_NYC,Houston,UPS,2023-11-13,2023-11-18,5.5,248.81,Delivered,1769,5,5.0,0,0.14065008479366875,45.23818181818182,49.762,Medium,Cross-country
SH10531,Warehouse_HOU,Boston,Amazon Logistics,2023-10-04,2023-10-07,37.9,186.54,Delivered,1126,3,3.0,0,0.16566607460035523,4.921899736147758,62.18,Heavy,Cross-country
SH10532,Warehouse_LA,Minneapolis,LaserShip,2023-07-15,2023-07-20,36.4,257.54,Delivered,1685,5,5.0,0,0.1528427299703264,7.075274725274726,51.508,Heavy,Cross-country
SH10533,Warehouse_ATL,Dallas,OnTrac,2023-03-01,2023-03-06,31.4,130.31,Delivered,838,5,5.0,0,0.15550119331742243,4.15,26.062,Heavy,Regional
SH10534,Warehouse_ATL,Miami,OnTrac,2023-03-03,2023-03-09,13.3,236.71,In Transit,2025,6,6.0,0,0.11689382716049383,17.797744360902254,39.45166666666667,Medium,International
SH10535,Warehouse_NYC,Seattle,LaserShip,2023-04-13,2023-04-14,15.4,33.51,Delivered,121,1,1.0,0,0.2769421487603306,2.1759740259740257,33.51,Medium,Local
SH10536,Warehouse_NYC,Chicago,FedEx,2023-03-25,2023-04-08,11.1,113.5,Delayed,790,4,14.0,1,0.14367088607594936,10.225225225225225,8.107142857142858,Medium,Regional
SH10537,Warehouse_ATL,Houston,LaserShip,2023-04-14,2023-04-17,51.4,143.25,Delivered,582,3,3.0,0,0.24613402061855671,2.786964980544747,47.75,Very Heavy,Regional
SH10538,Warehouse_ATL,New York,LaserShip,2023-05-17,2023-05-18,55.6,101.32,Delivered,357,1,1.0,0,0.2838095238095238,1.8223021582733812,101.32,Very Heavy,Regional
SH10539,Warehouse_SF,Dallas,Amazon Logistics,2023-03-14,2023-03-18,30.9,151.63,Delivered,961,4,4.0,0,0.15778355879292402,4.907119741100324,37.9075,Heavy,Regional
SH10540,Warehouse_HOU,Miami,FedEx,2023-06-16,2023-06-23,5.4,187.36,Delivered,1292,7,7.0,0,0.145015479876161,34.696296296296296,26.76571428571429,Medium,Cross-country
SH10541,Warehouse_MIA,Los Angeles,FedEx,2023-04-20,2023-04-21,35.4,88.87,Delivered,320,1,1.0,0,0.27771875,2.51045197740113,88.87,Heavy,Regional
SH10542,Warehouse_MIA,Atlanta,Amazon Logistics,2023-01-08,2023-01-11,42.8,,Delivered,900,3,3.0,0,,,,Heavy,Regional
SH10543,Warehouse_SEA,Seattle,LaserShip,2023-09-23,2023-09-28,27.5,227.05,Delivered,1611,5,5.0,0,0.1409373060211049,8.256363636363636,45.410000000000004,Heavy,Cross-country
SH10544,Warehouse_ATL,Phoenix,LaserShip,2023-10-14,2023-10-19,22.8,184.9,Delivered,1288,5,5.0,0,0.143555900621118,8.109649122807017,36.980000000000004,Heavy,Cross-country
SH10545,Warehouse_SF,Portland,FedEx,2023-01-19,2023-01-23,21.7,139.26,Delivered,896,4,4.0,0,0.15542410714285712,6.417511520737327,34.815,Heavy,Regional
SH10546,Warehouse_LA,Boston,UPS,2023-06-25,2023-07-02,37.0,208.58,Delivered,1452,7,7.0,0,0.14365013774104685,5.637297297297297,29.79714285714286,Heavy,Cross-country
SH10547,Warehouse_SF,Dallas,UPS,2023-05-04,2023-05-06,20.1,50.48,In Transit,210,2,2.0,0,0.24038095238095236,2.5114427860696513,25.24,Heavy,Local
SH10548,Warehouse_CHI,Portland,FedEx,2023-01-12,2023-01-14,20.8,74.77,Delivered,389,2,2.0,0,0.1922107969151671,3.5947115384615382,37.385,Heavy,Regional
SH10549,Warehouse_LA,New York,USPS,2023-04-02,2023-04-04,7.4,88.25,Returned,643,2,2.0,0,0.13724727838258166,11.925675675675675,44.125,Medium,Regional
SH10550,Warehouse_ATL,Boston,USPS,2023-08-27,2023-08-29,21.4,109.1,Delivered,838,2,2.0,0,0.1301909307875895,5.098130841121495,54.55,Heavy,Regional
SH10551,Warehouse_DEN,Detroit,FedEx,2023-05-12,2023-05-16,20.3,228.9,Delivered,1383,4,4.0,0,0.16550976138828633,11.275862068965518,57.225,Heavy,Cross-country
SH10552,Warehouse_MIA,New York,UPS,2023-05-08,2023-05-11,12.6,32.18,Delivered,121,3,3.0,0,0.2659504132231405,2.553968253968254,10.726666666666667,Medium,Local
SH10553,Warehouse_DEN,Atlanta,DHL,2023-11-21,2023-11-30,17.5,402.56,Delivered,2146,9,9.0,0,0.18758620689655173,23.00342857142857,44.72888888888889,Medium,International
SH10554,Warehouse_LA,Boston,LaserShip,2023-11-27,2023-11-28,33.0,73.97,Delivered,223,1,1.0,0,0.3317040358744395,2.2415151515151517,73.97,Heavy,Local
SH10555,Warehouse_MIA,Boston,USPS,2023-07-15,2023-07-18,69.3,244.01,In Transit,1337,3,3.0,0,0.1825056095736724,3.5210678210678212,81.33666666666666,Very Heavy,Cross-country
SH10556,Warehouse_HOU,Minneapolis,DHL,2023-09-15,2023-09-20,10.8,200.6,Delivered,1255,5,5.0,0,0.1598406374501992,18.574074074074073,40.12,Medium,Cross-country
SH10557,Warehouse_BOS,Phoenix,USPS,2023-08-21,2023-08-25,12.9,101.44,In Transit,825,4,4.0,0,0.12295757575757575,7.863565891472867,25.36,Medium,Regional
SH10558,Warehouse_SF,Minneapolis,USPS,2023-09-10,2023-09-14,23.6,229.43,Delivered,1852,4,4.0,0,0.12388228941684666,9.721610169491525,57.3575,Heavy,Cross-country
SH10559,Warehouse_SF,Dallas,FedEx,2023-12-21,2023-12-25,41.0,324.91,Returned,1764,4,4.0,0,0.18418934240362814,7.9246341463414645,81.2275,Heavy,Cross-country
SH10560,Warehouse_MIA,Phoenix,Amazon Logistics,2023-07-16,2023-07-19,19.5,114.24,Delivered,713,3,3.0,0,0.16022440392706871,5.858461538461539,38.08,Medium,Regional
SH10561,Warehouse_LA,Chicago,UPS,2023-03-24,2023-03-29,17.8,235.64,Delivered,1898,5,5.0,0,0.12415173867228661,13.23820224719101,47.128,Medium,Cross-country
SH10562,Warehouse_CHI,San Francisco,LaserShip,2023-02-24,2023-02-27,67.5,220.77,Delivered,1083,3,3.0,0,0.20385041551246538,3.2706666666666666,73.59,Very Heavy,Cross-country
SH10563,Warehouse_DEN,Portland,FedEx,2023-12-09,2023-12-13,17.7,320.45,Delivered,1681,4,4.0,0,0.19063057703747768,18.1045197740113,80.1125,Medium,Cross-country
SH10564,Warehouse_ATL,Miami,USPS,2023-11-19,2023-11-22,23.2,208.01,Delivered,1256,3,3.0,0,0.16561305732484075,8.965948275862068,69.33666666666666,Heavy,Cross-country
SH10565,Warehouse_BOS,Los Angeles,UPS,2023-06-15,2023-06-22,17.2,251.79,Delivered,1984,7,7.0,0,0.1269102822580645,14.638953488372094,35.97,Medium,Cross-country
SH10566,Warehouse_MIA,Phoenix,USPS,2023-11-29,2023-12-07,61.6,384.1,Delivered,2445,8,8.0,0,0.1570961145194274,6.2353896103896105,48.0125,Very Heavy,International
SH10567,Warehouse_CHI,Miami,OnTrac,2023-07-13,2023-07-17,25.3,191.72,Delivered,1350,4,4.0,0,0.14201481481481482,7.577865612648221,47.93,Heavy,Cross-country
SH10568,Warehouse_LA,Houston,LaserShip,2023-03-13,2023-03-23,45.8,313.91,Delayed,2318,7,10.0,1,0.1354227782571182,6.853930131004367,31.391000000000002,Heavy,International
SH10569,Warehouse_LA,Miami,OnTrac,2023-04-19,2023-04-26,28.4,304.15,Delivered,2243,7,7.0,0,0.13559964333481944,10.70950704225352,43.449999999999996,Heavy,International
